sona_id,eta,beta,decay,resp_st,loglik,aic
53987712fdf99b68e3a45021,0.08921945053609218,5.041586647727174,0.42930463757182136,1.0,-10.383868094578919,26.767736189157837
55885869fdf99b4020ba0b64,0.04238308032984078,2.1633953282999867,0.5174807316089949,1.0,-75.84027758467936,157.6805551693587
55914b15fdf99b1e5e44e714,0.16437509352526358,3.1140045926019435,0.5148349275350648,1.0,-35.0486815018499,76.0973630036998
55bc1119fdf99b5693f3ec47,0.2416005858903692,4.042261856112809,0.4810885628165977,1.0,-24.836381169312826,55.67276233862565
5685850c333cbd000d4e042f,0.28769638763313876,3.1851181322958957,0.26444277253300535,1.0,-33.487741985422225,72.97548397084445
579983292fc0d400012c8937,0.3174183399844757,3.2107299520304386,0.6107828463654358,1.0,-27.40040816080539,60.80081632161078
58c1d1fb8a3f870001c0e34c,0.08901937999302155,3.890445741277413,0.5673072622583837,1.0,-22.72318872904022,51.44637745808044
590208c89571f50001c666e3,0.3933090970875707,4.235310518044798,0.4213014027139134,1.0,-16.86075841342366,39.72151682684732
5a286558564bdf00016463fc,0.07180579962236835,3.834321975778501,0.44393914834736486,1.0,-23.814511632945443,53.629023265890886
5a53e59af6c5170001949a39,0.09214653758679482,3.894533639453029,0.4708670276403933,1.0,-23.388862393751772,52.777724787503544
5a89cc2c000dab00018cbd38,0.23070569168734426,2.392497686028835,0.38516812630407155,1.0,-61.24246967580602,128.48493935161204
5ac4c730f69e940001d977e1,0.10585696826547784,3.682734858829224,0.3536421443699223,1.0,-30.428726136284148,66.8574522725683
5b23d0784fb0d40001e95407,0.12517738173856463,2.970487907989159,0.6171057934392368,1.0,-42.442116701448235,90.88423340289647
5c560b6fccb08c0001e134a8,0.06138192388406833,2.107158255969166,0.3493612776924346,1.0,-74.55411038104954,155.10822076209908
5c74e7e9c3fe130001e86cc8,0.3338479513964412,3.51566900821812,0.5667526897903179,1.0,-24.365041839227686,54.73008367845537
5c8db07eb1f89a0016777fe0,0.14512589583473015,3.39538967026422,0.21925198473350777,1.0,-37.24645670797164,80.49291341594328
5cd08e2ff59e0a0013563602,0.19322407392030883,3.543610733659926,0.5293265329870573,1.0,-27.618042864923456,61.23608572984691
5d4b265b72db9d0015e8aac6,0.40772694191916375,2.94199503847709,0.37782873635062736,1.0,-34.28409551947568,74.56819103895135
5d7472ad3bc4020015f3bb56,0.40789304126580733,2.8462186174223816,0.37061382415273786,1.0,-37.165338122965665,80.33067624593133
5e1f7b2a4c9b832b34e7c9d3,0.0829278018815238,3.148018412093377,0.40287162241758867,1.0,-37.533098403463555,81.06619680692711
5e5410f5be932e06384a03ec,0.29869713400719033,3.1859779847846665,0.20457396584580081,1.0,-39.04201562044095,84.0840312408819
5e6ec2818808e6486e268039,0.07294251628173941,4.514400580758147,0.4654450049349793,1.0,-15.247710490369823,36.495420980739645
5e9fb6c522a51f166714e092,0.46055244814278196,1.9207162028903673,0.3341585238152142,1.0,-69.41298848652832,144.82597697305664
5ee232f2b970662cfa352567,0.1498323056023055,3.1015111540120865,0.2390235937796172,1.0,-39.974632986467,85.949265972934
5ee5e3b02eebe932ee9559c5,0.09766855936840645,3.458155668336953,0.4051924801263929,1.0,-30.60209488583312,67.20418977166625
5fb0a3d6a8e4224b973e750b,0.39017666005231216,3.9833063692956117,0.4302910064721027,1.0,-21.90767266402049,49.81534532804098
5fc6772fe8fdb700085c553a,0.07140205247748063,2.1302022858491068,0.3891253191647718,1.0,-72.55463479443316,151.1092695888663
5febf3346a3657d4aca47a2f,0.5585455240664577,2.8720677080106682,0.30925688048318334,1.0,-32.603587969175855,71.20717593835171
6079ff1600ff2b7455e1c3e0,0.09533387163821846,4.452962603302103,0.42137604465110967,1.0,-14.856638294268162,35.713276588536324
60fe83c4f1cfa0b516b363cc,0.062209538158764725,4.121855197083948,0.3824466565742099,1.0,-19.98020052255114,45.96040104510228
6111234ac8cfa49e38acbfb4,0.07069841286957286,4.162280007111018,0.415673648303043,1.0,-19.68965717227456,45.37931434454912
6142763db0841a831cf129fc,0.7048713756238215,1.9444891560532354,0.37248482694615037,1.0,-60.56233288878687,127.12466577757374
6175e05636b79082f8d345c5,0.2706245963310835,4.738113797930311,0.5469752706676096,1.0,-12.022507062930138,30.045014125860277
628f0d7e3055b5d1887916c5,0.25054593928417485,2.721154571577588,0.3790997301850272,1.0,-46.30675402929215,98.6135080585843
62a0b34cbcc5987a8fa73c39,0.11112841439354265,3.0835749372666865,0.35101688827621985,1.0,-40.1871223200319,86.3742446400638
62aa28c1027ae7d68ef3571c,0.08574677193673212,4.554802539975176,0.4500818537804837,1.0,-15.213091222081973,36.42618244416394
62c79dafb9222348d5e5a90c,0.06727364859066627,3.9382411415942125,0.4202040661192039,1.0,-23.85793757176615,53.7158751435323
62e750fa810b090c094dc2f0,0.07102281186904116,4.621372783315682,0.41549949949717735,1.0,-15.509677927477876,37.01935585495575
62fe6312269d0e4ae894297b,0.4303605368183533,2.628908894783085,0.6799186023648189,1.0,-38.60871261327263,83.21742522654526
630a8feaa8eef385f72dc1a5,0.047085320160208916,2.5548635953916,0.766646975758537,1.0,-61.14302125805549,128.28604251611097
630cc9747cb664e8a03c29f0,0.7823931788068538,3.23162912950059,0.3439030469749839,1.0,-29.1971167135066,64.3942334270132
63254db937c17e8e9200fd54,0.1273690263214267,4.808779082051591,0.3129495231723655,1.0,-14.337042512832742,34.674085025665484
63460f79457f687948f53b88,0.05846350800667251,2.3541382117268954,0.7777661361911472,1.0,-67.08808744812647,140.17617489625295
63d83a19b8acced30d2e0d32,0.07260199235476403,3.432832232888661,0.42700746526786004,1.0,-34.479550620888524,74.95910124177705
63d9f41910c61f3eb102079f,0.5223718652284959,2.375941734974262,0.5012025277979066,1.0,-49.04904473751323,104.09808947502646
63eafad399e87039254d1078,0.032001839581701344,2.151144160553493,0.5876430726411682,1.0,-76.06796741312196,158.13593482624393
63f78d9a7a3d118594efff74,0.08243894613431069,4.40059196023198,0.4432683318290122,1.0,-15.09017045759067,36.18034091518134
6400dc9f84ed19aeedc1a2cc,0.0843586065490145,4.11757123220548,0.45316718632663716,1.0,-19.486460918344658,44.972921836689316
6400e3697879c55c323f34d0,0.06279820512538248,4.132164581696795,0.4415964498561207,1.0,-19.694104702199215,45.38820940439843
640feb5e49b723bcfaad6437,0.3627667661403541,2.571440172339045,0.5647381258897167,1.0,-51.314727680271425,108.62945536054285
6413665e5dec6a98797ef5ab,0.24004008570044194,2.7474536161487446,0.6676280270989113,1.0,-50.20448679950552,106.40897359901103
64136da866ff27f7bf98cfe0,0.15249392772706571,5.090445057526658,0.44831493830182245,1.0,-10.053500667513307,26.107001335026613
644c34bee80856c9546c7312,0.10572217483924445,4.16534613218379,0.36500115150256424,1.0,-22.61770587528634,51.23541175057268
647652cb5644044df439e1fb,0.11833300676263066,4.321535705194767,0.4980730750247534,1.0,-20.61809483264333,47.23618966528666
650ee1c673c788d8cffca2d3,0.3609914385434147,1.8053479745693035,0.488289056291348,1.0,-83.7958232212861,173.5916464425722
650ee274aa4447ac435b7830,0.09556795469314253,2.099260038133216,0.43537138126515773,1.0,-76.61464072161046,159.2292814432209
651c4484ba17050f6b716614,0.07944706789122082,4.615922727347921,0.45360163516170887,1.0,-15.381051097294815,36.76210219458963
652d8a4cd08c6435db58fd9b,0.15260226191448248,1.8592853520782306,0.46448272049644845,1.0,-90.84125498834939,187.68250997669878
653ee1d628ced1573a58023d,0.26730542876635544,2.849242546442862,0.39722227955179273,1.0,-45.969715428132695,97.93943085626539
6549c057c03dd7b7b3166a9d,0.09102790521339228,4.4582773609911,0.4494464080931862,1.0,-15.030493688052372,36.06098737610475
655fa05b1303f59972ea6555,0.06814509579916797,4.595809688909577,0.4026374033637155,1.0,-15.674169854530149,37.3483397090603
657322bd0c81d1e8853d38e8,0.07305488204076586,3.0259404013387314,0.31214948710196544,1.0,-41.623830139201466,89.24766027840293
657327316173c2bd86323378,0.06473904782222258,3.3994902073346616,0.42926509005200153,1.0,-34.93418746417992,75.86837492835984
65847ecf0896ca006d2c00b7,0.07156842651545622,3.4939153704162393,0.3987350242347345,1.0,-31.516442702464264,69.03288540492852
6596a5cad60ef105b6c18897,0.1364806164985667,3.8475170612897487,0.4718991087740407,1.0,-23.085671475495182,52.171342950990365
65bdfc6f682b5c9af4b633b1,0.11310086171984095,3.24583277152862,0.5599621188070736,1.0,-38.40496302105,82.8099260421
65c1161ad396af7b640441cb,0.12843014794133717,2.2533156822168756,0.5006086519247775,1.0,-64.09181491485285,134.1836298297057
65cb58d0b074d6157dc0a15d,0.20368138020642915,2.6438359697024074,0.2459723160227526,1.0,-47.27823554542959,100.55647109085918
65cb6fdbf0ca3606c22b9eb7,0.07577761168079926,4.544571169360861,0.43398060936035476,1.0,-15.331809566270715,36.66361913254143
65cba317504938f6ca5272f5,0.4806538546020435,2.7177100339959033,0.5251643494919934,1.0,-43.41396522781712,92.82793045563425
65d863e56337aa59292ccd66,0.49068986304373724,2.5252109194550116,0.24799702214481914,1.0,-52.1034325527436,110.2068651054872
65e7bb5a7357ea00136b0270,0.11299177663950921,5.035244845898992,0.4328472475226815,1.0,-10.276430132400481,26.552860264800962
65f223adc0810071f7cb1061,0.082350730668668,2.225474420245883,0.4958587837725794,1.0,-67.18697451747943,140.37394903495886
65f3bf636afc5f3102e7f2fd,0.39023057594185695,1.5930270032491847,0.792162195374407,1.0,-85.45048196074731,176.90096392149462
